SEQ,çqãÛ,ìSìπ,ÉoÉX,çqãÛéûä‘,çqãÛîÔóp,ìSìπéûä‘,ìSìπîÔóp,ÉoÉXéûä‘,ÉoÉXîÔóp
1771,0,1,0,199,28850,321,18870,629,11600
1772,0,1,0,199,28850,321,18870,629,11600
1773,0,1,0,199,28850,321,18870,629,11600
1774,0,1,0,200,28950,276,17340,585,10500
1775,0,1,0,200,28950,276,17340,585,10500
1776,0,1,0,162,19500,228,15860,560,10500
1777,0,1,0,127,19500,220,15270,527,7000
1778,0,1,0,198,28850,296,18570,702,11700
1779,0,1,0,137,19500,245,15450,510,10200
1780,0,1,0,159,19500,388,22490,850,15000
1781,0,1,0,129,19500,218,15030,515,9500
1782,0,1,0,188,21950,197,14580,466,9500
1783,0,1,0,162,19500,228,15860,560,10500
1784,0,1,0,129,19500,218,15030,515,9500
1785,0,1,0,162,19500,228,15860,560,10500
1786,0,1,0,127,19500,220,15270,527,7000
1787,0,1,0,162,22700,267,18260,640,10500
1788,0,1,0,201,28850,320,18870,629,11600
1789,0,1,0,162,19500,228,15860,560,10500
1790,0,1,0,198,28850,296,18570,702,11700
1791,0,1,0,273,23300,190,11160,409,6920
1792,0,1,0,201,28850,320,18870,629,11600
1793,0,1,0,201,28850,320,18870,629,11600
1794,0,1,0,200,28950,276,17340,585,10500
1795,0,1,0,201,28850,320,18870,629,11600
1796,0,1,0,241,20100,214,13660,428,5800
1797,0,1,0,212,20100,188,13450,378,7600
1798,0,1,0,205,20100,177,12130,365,6630
1799,0,1,0,178,20100,258,15380,630,9050
1800,0,1,0,157,20050,388,22490,850,15000
1801,0,1,0,175,20100,202,13940,431,5700
1802,0,1,0,185,20100,255,16030,540,9450
1803,0,1,0,184,20100,236,14300,402,7890
1804,0,1,0,177,20100,213,14430,405,7900
1805,0,1,0,158,20100,230,15040,508,6950
1806,0,1,0,175,20100,202,13940,431,5700
1807,0,1,0,182,20100,214,13980,526,8460
1808,0,1,0,130,20100,236,14440,462,5900
1809,0,1,0,174,20100,216,13900,411,8140
1810,0,1,0,206,20100,239,14640,467,5800
1811,0,1,0,167,20100,207,13880,389,5500
1812,0,1,0,184,20100,236,14300,402,7890
1813,0,1,0,157,20100,250,14740,532,8660
1814,0,1,0,182,20100,214,13980,526,8460
1815,0,1,0,170,20100,206,13880,389,5500
1816,0,1,0,194,20100,241,15190,618,9200
1817,0,1,0,177,20100,235,14300,402,7890
1818,0,1,0,186,21500,272,14310,422,8000
1819,0,1,0,217,20100,211,13980,507,8300
1820,0,1,0,211,20100,187,13450,378,7600
1821,0,1,0,238,20100,252,13250,420,7240
1822,0,1,0,143,20100,240,14640,495,8970
1823,0,1,0,177,21100,286,14630,438,8300
1824,0,1,0,197,20100,272,14630,486,8900
1825,0,1,0,177,21100,286,14630,438,8300
1826,0,1,0,254,20100,327,18700,630,7700
1827,0,1,0,155,20100,231,15040,508,6950
1828,0,1,0,152,20100,249,14740,532,8660
1829,0,1,0,174,20100,192,13070,465,5800
1830,0,1,0,204,20100,263,14790,517,8900
1831,0,1,0,298,29250,241,18050,483,10300
1832,0,1,0,147,20100,265,14980,541,8590
1833,0,1,0,154,20100,256,15140,570,8970
1834,0,1,0,212,22400,258,13580,394,7500
1835,0,1,0,168,26600,350,17860,600,10300
1836,0,1,0,140,20100,227,14600,482,6000
1837,0,1,0,211,20100,200,12430,410,6820
1838,0,1,0,191,20100,248,14340,457,8870
1839,0,1,0,167,20100,207,13880,389,5500
1840,0,1,0,210,31200,393,21130,735,13250
1841,0,1,0,190,27100,273,17130,585,9800
1842,0,1,0,233,20100,219,13600,375,5300
1843,0,1,0,175,20100,202,13940,431,5700
1844,0,1,0,167,20100,207,13880,389,5500
1845,0,1,0,174,20100,219,13920,440,8260
1846,0,1,0,175,20100,202,13940,431,5700
1847,0,1,0,175,20100,202,13940,431,5700
1848,0,1,0,140,20100,227,14600,482,6000
1849,0,1,0,130,20100,236,14440,462,5900
1850,0,1,0,184,20100,236,14300,402,7890
1851,0,1,0,185,20100,255,16030,540,9450
1852,0,1,0,146,20100,251,14780,425,8360
1853,0,1,0,155,20100,231,15040,508,6950
1854,0,1,0,191,20100,255,16030,540,9450
1855,0,1,0,199,20100,242,13210,400,6820
1856,0,1,0,210,20100,221,13810,347,7950
1857,0,1,0,169,20100,213,14430,405,7900
1858,0,1,0,170,20100,224,13900,400,8350
1859,0,1,0,169,20100,213,14430,405,7900
1860,0,1,0,155,20100,231,15040,508,6950
1861,0,1,0,175,15700,303,12330,292,6500
1862,0,1,0,163,20100,179,13360,426,7880
1863,0,1,0,178,20100,201,13940,431,5700
1864,0,1,0,169,20100,213,14430,405,7900
1865,0,1,0,169,20100,213,14430,405,7900
1866,0,1,0,178,20100,201,13940,431,5700
1867,0,1,0,178,20100,201,13940,431,5700
1868,0,1,0,185,20100,214,13980,526,8460
1869,0,1,0,185,20100,214,13980,526,8460
1870,0,1,0,136,20100,227,14600,482,6000
1871,0,1,0,136,20100,227,14600,482,6000
1872,0,1,0,185,20100,255,16030,540,9450
1873,0,1,0,127,15200,270,10900,224,5700
1874,0,1,0,121,20050,220,15270,527,7000
1875,0,1,0,233,23300,225,13270,451,7750
1876,0,1,0,194,21950,221,14760,435,9600
1877,0,1,0,121,20050,220,15270,527,7000
1878,0,1,0,233,23300,225,13270,451,7750
1879,0,1,0,121,20050,220,15270,527,7000
1880,0,1,0,140,20050,196,14770,478,6700
1881,0,1,0,155,20100,231,15040,508,6950
1882,0,1,0,191,20100,255,16030,540,9450
1883,0,1,0,127,19500,220,15270,527,7000
1884,0,1,0,159,19500,388,22490,850,15000
1885,0,1,0,206,21950,172,14080,429,5700
1886,0,1,0,145,19500,195,14770,478,6700
1887,0,1,0,145,19500,195,14770,478,6700
1888,0,1,0,244,25300,215,13030,431,7500
1889,0,1,0,123,20050,218,15030,515,9500
1890,0,1,0,121,20050,220,15270,527,7000
1891,0,1,0,121,20050,220,15270,527,7000
1892,0,1,0,186,21950,195,14340,420,9000
1893,0,1,0,184,21950,197,14580,466,9500
1894,0,1,0,127,19500,220,15270,527,7000
1895,0,1,0,234,32000,323,19970,700,13150
1896,0,1,0,188,21950,197,14580,466,9500
1897,0,1,0,127,19500,220,15270,527,7000
1898,0,1,0,127,19500,220,15270,527,7000
1899,0,1,0,198,28850,296,18570,702,11700
1900,0,1,0,214,22400,218,13810,545,8850
1901,0,1,0,143,21000,339,17220,605,10400
1902,0,1,0,175,20100,202,13940,431,5700
1903,0,1,0,152,20100,249,14740,532,8660
1904,0,1,0,178,20100,201,13940,431,5700
1905,0,1,0,177,20100,213,14430,405,7900
1906,0,1,0,211,20100,187,13450,378,7600
1907,0,1,0,185,20100,255,16030,540,9450
1908,0,1,0,199,28850,321,18870,629,11600
1909,0,1,0,266,28950,288,17490,521,9800
1910,0,1,0,200,28950,276,17340,585,10500
1911,0,1,0,237,23300,225,13270,451,7750
1912,0,1,0,276,34250,201,7830,138,3000
1913,0,1,0,288,52100,164,12270,327,6500
1914,0,1,0,124,17750,250,9580,186,4750
1915,0,1,0,124,17750,250,9580,186,4750
1916,0,1,0,124,17750,250,9580,186,4750
1917,0,1,0,124,17750,250,9580,186,4750
1918,0,1,0,124,17750,250,9580,186,4750
1919,0,1,0,124,17750,250,9580,186,4750
1920,0,1,0,124,17750,250,9580,186,4750
1921,0,1,0,124,17750,250,9580,186,4750
1922,0,1,0,124,17750,250,9580,186,4750
1923,0,1,0,124,18300,251,9580,186,4750
1924,0,1,0,124,18300,251,9580,186,4750
1925,0,1,0,124,18300,251,9580,186,4750
1926,0,1,0,124,18300,251,9580,186,4750
1927,0,1,0,124,18300,251,9580,186,4750
1928,0,1,0,124,18300,251,9580,186,4750
1929,0,1,0,124,18300,251,9580,186,4750
1930,0,1,0,202,11250,197,7020,170,3400
1931,0,1,0,202,11250,197,7020,170,3400
1932,0,1,0,169,17700,286,9120,310,4840
1933,0,1,0,169,17700,286,9120,310,4840
1934,0,1,0,202,11250,197,7020,170,3400
1935,0,1,0,202,11250,197,7020,170,3400
1936,0,1,0,169,17700,286,9120,310,4840
1937,0,1,0,169,17700,286,9120,310,4840
1938,0,1,0,202,11250,197,7020,170,3400
1939,0,1,0,202,11250,197,7020,170,3400
1940,0,1,0,202,11250,197,7020,170,3400
1941,0,1,0,202,11250,197,7020,170,3400
1942,0,1,0,202,11250,197,7020,170,3400
1943,0,1,0,181,17700,278,9120,310,4840
1944,0,1,0,181,17700,278,9120,310,4840
1945,0,1,0,181,17700,278,9120,310,4840
1946,0,1,0,181,17700,278,9120,310,4840
1947,0,1,0,181,17700,278,9120,310,4840
1948,0,1,0,203,11250,187,7020,170,3400
1949,0,1,0,181,17700,278,9120,310,4840
1950,0,1,0,203,11250,187,7020,170,3400
1951,0,1,0,181,17700,278,9120,310,4840
1952,0,1,0,181,17700,278,9120,310,4840
1953,0,1,0,203,11250,187,7020,170,3400
1954,0,1,0,203,11250,187,7020,170,3400
1955,0,1,0,181,17700,278,9120,310,4840
1956,0,1,0,203,11250,187,7020,170,3400
1957,0,1,0,202,11250,197,7020,170,3400
1958,0,1,0,202,11250,197,7020,170,3400
1959,0,1,0,202,11250,197,7020,170,3400
1960,0,1,0,202,11250,197,7020,170,3400
1961,0,1,0,202,11250,197,7020,170,3400
1962,0,1,0,202,11250,197,7020,170,3400
1963,0,1,0,203,11250,187,7020,170,3400
1964,0,1,0,203,11250,187,7020,170,3400
1965,0,1,0,203,11250,187,7020,170,3400
1966,0,1,0,203,11250,187,7020,170,3400
1967,0,1,0,203,11250,187,7020,170,3400
1968,0,1,0,203,11250,187,7020,170,3400
1969,0,1,0,127,15000,234,8590,200,3580
1970,0,1,0,127,15000,234,8590,200,3580
1971,0,1,0,127,15000,234,8590,200,3580
1972,0,1,0,127,15000,234,8590,200,3580
1973,0,1,0,127,15000,234,8590,200,3580
1974,0,1,0,127,15000,234,8590,200,3580
1975,0,1,0,127,15000,234,8590,200,3580
1976,0,1,0,121,15000,231,8590,200,3580
1977,0,1,0,121,15000,231,8590,200,3580
1978,0,1,0,121,15000,231,8590,200,3580
1979,0,1,0,121,15000,231,8590,200,3580
1980,0,1,0,121,15000,231,8590,200,3580
1981,0,1,0,121,15000,231,8590,200,3580
1982,0,1,0,121,15000,231,8590,200,3580
1983,0,1,0,121,15000,231,8590,200,3580
1984,0,1,0,121,15000,231,8590,200,3580
1985,0,1,0,185,27300,480,18570,540,9900
1986,0,1,0,164,27300,342,16860,570,10000
1987,0,1,0,203,27300,303,16370,545,9700
1988,0,1,0,121,15000,231,8590,200,3580
1989,0,1,0,164,27300,342,16860,570,10000
1990,0,1,0,185,27300,480,18570,540,9900
1991,0,1,0,164,27300,340,16860,570,10000
1992,0,1,0,182,27300,493,19300,585,10430
1993,0,1,0,185,27300,480,18570,540,9900
1994,0,1,0,152,18650,338,13030,465,7540
1995,0,1,0,191,18650,297,12650,425,7390
1996,0,1,0,274,20100,296,16950,516,9700
1997,0,1,0,154,19800,317,11770,378,7340
1998,0,1,0,160,20100,259,14950,570,8970
1999,0,1,0,222,23100,312,16890,452,8500
2000,0,1,0,156,20700,254,10890,306,5400
2001,0,1,0,156,20700,254,10890,306,5400
2002,0,1,0,217,22350,303,12050,363,6300
2003,0,1,0,220,22950,316,19340,548,9000
2004,0,1,0,150,20700,266,10730,286,5300
2005,0,1,0,177,21100,287,14630,438,8300
2006,0,1,0,186,21500,273,14310,422,8000
2007,0,1,0,177,21100,287,14630,438,8300
2008,0,1,0,177,21100,287,14630,438,8300
2009,0,1,0,173,20550,312,15630,447,7500
2010,0,1,0,177,21100,286,14630,438,8300
2011,0,1,0,212,22400,257,13580,394,7500
2012,0,1,0,136,20100,227,14600,482,6000
2013,0,1,0,180,22730,271,15700,525,8600
2014,0,1,0,258,29250,266,18390,545,10900
2015,0,1,0,171,20700,278,11040,338,6770
2016,0,1,0,176,20550,336,15940,390,7840
2017,0,1,0,154,19800,317,11770,378,7340
2018,0,1,0,154,19800,317,11770,378,7340
2019,0,1,0,173,20550,312,15630,447,7500
2020,0,1,0,154,19800,317,11770,378,7340
2021,0,1,0,176,20550,336,15940,390,7840
2022,0,1,0,173,20550,312,15630,447,7500
2023,0,1,0,174,20700,277,11040,338,6770
2024,0,1,0,175,20250,327,12240,385,7640
2025,0,1,0,155,19800,316,11770,378,7340
2026,0,1,0,155,19800,316,11770,378,7340
2027,0,1,0,175,20550,335,12680,390,7840
2028,0,1,0,175,20250,327,12240,385,7640
2029,0,1,0,175,20250,327,12240,385,7640
2030,0,1,0,175,20250,327,12240,385,7640
2031,0,1,0,175,20250,327,12240,385,7640
2032,0,1,0,175,20100,202,13940,431,5700
2033,0,1,0,231,20100,311,15990,480,10090
2034,0,1,0,225,20100,314,15990,480,10090
2035,0,1,0,225,20100,314,15990,480,10090
2036,0,1,0,246,46400,298,17440,615,9500
2037,0,1,0,244,46950,296,17440,615,9500
2038,0,1,0,169,17700,372,11490,245,4500
2039,0,1,0,175,28100,423,19480,600,10900
2040,0,1,0,224,22450,443,16230,550,8500
2041,0,1,0,228,21400,438,16230,550,8500
2042,0,1,0,173,17700,366,11490,245,4500
2043,0,1,0,228,21400,438,16230,550,8500
2044,0,1,0,190,17700,399,13220,295,5400
2045,0,1,0,206,23300,322,16090,322,6000
2046,0,1,0,127,15200,270,10900,224,5700
2047,0,1,0,233,27550,379,20090,590,10550
2048,0,1,0,136,15700,299,11000,285,6000
2049,0,1,0,155,22050,341,15950,548,10000
2050,0,1,0,189,16600,221,9810,270,4600
2051,0,1,0,167,15200,242,10820,345,5000
2052,0,1,0,189,16600,216,9810,270,4600
2053,0,1,0,130,15200,264,10900,224,5700
2054,0,1,0,129,15700,308,10840,285,5850
2055,0,1,0,251,16950,369,13640,527,8800
2056,0,1,0,140,15700,295,11000,285,6000
2057,0,1,0,177,28100,463,19900,679,12500
2058,0,1,0,132,21850,351,16290,571,10500
2059,0,1,0,124,17750,250,9580,186,4750
2060,0,1,0,124,17750,250,9580,186,4750
2061,0,1,0,161,19100,210,8590,187,4600
2062,0,1,0,124,17750,250,9580,186,4750
2063,0,1,0,124,18300,251,9580,186,4750
2064,0,1,0,124,18300,251,9580,186,4750
2065,0,1,0,227,27550,380,20090,590,10550
2066,0,1,0,124,18300,251,9580,186,4750
2067,0,1,0,277,34250,201,7830,138,3000
2068,0,1,0,180,19500,303,16460,565,9990
2069,0,1,0,186,23900,344,17330,537,10090
2070,0,1,0,164,19500,281,16320,522,9790
2071,0,1,0,257,31800,219,5850,128,3000
2072,0,1,0,257,31800,219,5850,128,3000
2073,0,1,0,188,23900,343,17330,537,10090
2074,0,1,0,203,29150,410,20360,696,11930
2075,0,1,0,298,34000,197,7060,124,2800
2076,0,1,0,186,20450,366,13790,518,6200
2077,0,1,0,132,19250,357,12190,196,5300
2078,0,1,0,211,17700,306,9350,173,3600
2079,0,1,0,157,20350,330,8630,564,6700
2080,0,1,0,155,21000,328,17140,555,10000
2081,0,1,0,125,18000,345,10570,190,5500
2082,0,0,1,223,26000,389,21240,895,13000
2083,0,0,1,185,20100,255,16030,540,9450
2084,0,0,1,177,28100,467,19900,679,12500
2085,0,0,1,148,23950,346,15350,457,8500
2086,0,0,1,155,15700,275,10500,236,5500
2087,0,0,1,162,26650,378,20370,655,11500
2088,0,0,1,199,28850,321,18870,629,11600
2089,0,0,1,185,27300,480,18770,540,9900
2090,0,0,1,108,15200,294,11600,273,6400
2091,0,0,1,127,15000,234,8590,200,3580
2092,0,0,1,152,18650,338,13030,465,7540
2093,0,0,1,164,27300,342,16860,570,10000
2094,0,0,1,194,25350,426,19210,495,8970
2095,0,0,1,185,27300,480,18570,540,9900
2096,0,0,1,185,27300,480,18570,540,9900
2097,0,0,1,185,27300,480,18570,540,9900
2098,0,0,1,185,27300,480,18570,540,9900
2099,0,0,1,164,27300,342,16860,570,10000
2100,0,0,1,194,25350,426,19210,495,8970
2101,0,0,1,194,25350,426,19210,495,8970
2102,0,0,1,179,17150,232,13040,505,8050
2103,0,0,1,228,20100,258,14730,455,8900
2104,0,0,1,187,20100,269,15430,494,9700
2105,0,0,1,251,26100,386,15790,611,10190
2106,0,0,1,232,20100,341,17210,627,8500
2107,0,0,1,215,23100,318,11900,237,4280
2108,0,0,1,215,23100,318,11900,237,4280
2109,0,0,1,178,21900,349,12500,284,4940
2110,0,0,1,155,17700,391,11880,270,5050
2111,0,0,1,155,15700,275,10500,236,5500
2112,0,0,1,253,32100,491,23110,696,11800
2113,0,0,1,181,28100,473,19910,685,12070
2114,0,0,1,108,15200,294,11600,273,6400
2115,0,0,1,245,20100,253,17640,554,10400
2116,0,0,1,201,18950,306,14480,271,6300
2117,0,0,1,164,15200,247,10820,345,5000
2118,0,0,1,164,15200,247,10820,345,5000
2119,0,0,1,220,28600,415,19720,710,11200
2120,0,0,1,222,23100,312,16890,452,8500
2121,0,0,1,325,55700,309,16070,506,9780
2122,0,0,1,134,21300,355,16290,571,10500
2123,0,0,1,173,17700,366,11490,245,4500
2124,0,0,1,202,11250,197,7020,170,3400
2125,0,0,1,202,11250,197,7020,170,3400
2126,0,0,1,181,17700,278,9120,310,4840
2127,0,0,1,181,17700,278,9120,310,4840
2128,0,0,1,181,17700,278,9120,310,4840
2129,0,0,1,121,15000,231,8590,200,3580
2130,0,0,1,127,15000,234,8590,200,3580
2131,0,0,1,121,15000,231,8590,200,3580
2132,0,0,1,127,15000,234,8590,200,3580
2133,0,0,1,242,19850,531,11010,485,6630
2134,0,0,1,242,19850,531,11010,485,6630
2135,0,0,1,203,11250,187,7020,170,3400
2136,0,0,1,203,11250,187,7020,170,3400
2137,0,0,1,203,11250,187,7020,170,3400
2138,0,0,1,203,11250,187,7020,170,3400
2139,0,0,1,181,17700,278,9120,310,4840
2140,0,0,1,242,19850,531,11010,485,6630
2141,0,0,1,181,17700,278,9120,310,4840
2142,0,0,1,181,17700,278,9120,310,4840
2143,0,0,1,127,15000,234,8590,200,3580
2144,0,0,1,127,15000,234,8590,200,3580
2145,0,0,1,127,15000,234,8590,200,3580
2146,0,0,1,127,15000,234,8590,200,3580
2147,0,0,1,127,15000,234,8590,200,3580
2148,0,0,1,127,15000,234,8590,200,3580
2149,0,0,1,227,19850,539,11010,485,6630
2150,0,0,1,242,19850,531,11010,485,6630
2151,0,0,1,242,19850,531,11010,485,6630
2152,0,0,1,242,19850,531,11010,485,6630
2153,0,0,1,203,11250,187,7020,170,3400
2154,0,0,1,160,26600,402,19490,510,8900
2155,0,0,1,155,17700,391,11880,270,5050
2156,0,0,1,145,17700,400,11720,260,4940
2157,0,0,1,192,23000,363,17370,560,10090
2158,0,0,1,189,16600,216,9810,270,4600
2159,0,0,1,207,16600,191,9310,220,4400
2160,0,0,1,190,17200,345,13290,311,5500
2161,0,0,1,242,31350,559,21660,810,14250
2162,0,0,1,182,29250,411,22510,682,12000
2163,0,0,1,224,26000,389,21240,895,13000
2164,0,0,1,182,29250,411,22510,682,12000
2165,0,0,1,152,18650,334,13030,465,7540
2166,0,0,1,164,27300,340,16860,570,10000
2167,0,0,1,185,27300,480,18770,540,9900
2168,0,0,1,185,27300,480,18770,540,9900
2169,0,0,1,185,27300,480,18770,540,9900
2170,0,0,1,185,27300,480,18770,540,9900
2171,0,0,1,185,27300,480,18770,540,9900
2172,0,0,1,185,27300,480,18770,540,9900
2173,0,0,1,199,25350,430,19210,495,8970
2174,0,0,1,199,25350,430,19210,495,8970
2175,0,0,1,238,25350,393,18730,450,8670
2176,0,0,1,199,25350,430,19210,495,8970
2177,0,0,1,199,25350,430,19210,495,8970
2178,0,0,1,199,25350,430,19210,495,8970
2179,0,0,1,199,25350,430,19210,495,8970
2180,0,0,1,182,27300,493,19300,585,10430
2181,0,0,1,272,20100,298,16950,516,9700
2182,0,0,1,200,28950,276,17340,585,10500
2183,0,0,1,158,20100,230,15040,508,6950
2184,0,0,1,189,21900,344,12660,266,4740
2185,0,0,1,189,21900,344,12660,266,4740
2186,0,0,1,191,20100,255,16030,540,9450
2187,0,0,1,191,20100,255,16030,540,9450
2188,0,0,1,211,31200,393,21130,735,13250
2189,0,0,1,175,15700,303,12330,292,6500
2190,0,0,1,316,41600,309,16070,506,9780
2191,0,0,1,349,43900,196,7570,512,5700
2192,0,0,1,206,23300,322,16090,322,6000
2193,0,0,1,190,17200,345,13290,311,5500
2194,0,0,1,112,15200,289,11600,273,6400
2195,0,0,1,237,20100,323,17290,575,10500
2196,0,0,1,205,17900,304,14480,271,6300
2197,0,0,1,167,26600,425,19250,500,9800
2198,0,0,1,205,17900,304,14480,271,6300
2199,0,0,1,164,26600,401,19260,510,8900
2200,0,0,1,219,28600,410,19720,710,11200
2201,0,0,1,167,15200,242,10820,345,5000
2202,0,0,1,167,15200,242,10820,345,5000
2203,0,0,1,219,28600,410,19720,710,11200
2204,0,0,1,167,15200,242,10820,345,5000
2205,0,0,1,164,28600,462,20300,685,9360
2206,0,0,1,189,16600,221,9810,270,4600
2207,0,0,1,202,11250,197,7020,170,3400
2208,0,0,1,202,11250,197,7020,170,3400
2209,0,0,1,202,11250,197,7020,170,3400
2210,0,0,1,181,17700,278,9120,310,4840
2211,0,0,1,202,11250,197,7020,170,3400
2212,0,0,1,202,11250,197,7020,170,3400
2213,0,0,1,202,11250,197,7020,170,3400
2214,0,0,1,203,11250,187,7020,170,3400
2215,0,0,1,121,15000,231,8590,200,3580
2216,0,0,1,127,15000,234,8590,200,3580
2217,0,0,1,121,15000,231,8590,200,3580
2218,0,0,1,121,15000,231,8590,200,3580
2219,0,0,1,127,15000,234,8590,200,3580
2220,0,0,1,227,19850,539,11010,485,6630
2221,0,0,1,164,26600,401,19260,510,8900
2222,0,0,1,239,30250,389,19240,635,10700
2223,0,0,1,150,17700,396,11880,270,5050
2224,0,0,1,150,17700,396,11880,270,5050
2225,0,0,1,200,24500,303,15240,471,8500
2226,0,0,1,189,16600,221,9810,270,4600
2227,0,0,1,208,16600,197,9310,220,4400
2228,0,0,1,208,16600,197,9310,220,4400
2229,0,0,1,189,16600,221,9810,270,4600
2230,0,0,1,189,16600,221,9810,270,4600
2231,0,0,1,152,18650,334,13030,465,7540
2232,0,0,1,191,20100,255,16030,540,9450
2233,0,0,1,158,15700,270,10500,236,5500
2234,0,0,1,201,28850,320,18870,629,11600
2235,0,0,1,237,20100,323,17290,575,10500
2236,0,0,1,162,19500,228,15860,560,10500
2237,0,0,1,166,26600,427,19250,500,9800
2238,0,0,1,224,22450,443,16230,550,8500
2239,0,0,1,169,20450,281,16680,570,9500
2240,0,0,1,288,46400,334,18530,551,9000
2241,0,0,1,202,11250,197,7020,170,3400
2242,0,0,1,202,11250,197,7020,170,3400
2243,0,0,1,203,11250,187,7020,170,3400
2244,0,0,1,203,11250,187,7020,170,3400
2245,0,0,1,202,11250,197,7020,170,3400
2246,0,0,1,203,11250,187,7020,170,3400
2247,0,0,1,203,11250,187,7020,170,3400
2248,0,0,1,202,11250,197,7020,170,3400
2249,0,0,1,203,11250,187,7020,170,3400
2250,0,0,1,202,11250,197,7020,170,3400
2251,0,0,1,202,11250,197,7020,170,3400
2252,0,0,1,202,11250,197,7020,170,3400
2253,0,0,1,202,11250,197,7020,170,3400
2254,0,0,1,203,11250,187,7020,170,3400
2255,0,0,1,181,17700,278,9120,310,4840
2256,0,0,1,169,17700,286,9120,310,4840
2257,0,0,1,127,15000,234,8590,200,3580
2258,0,0,1,127,15000,234,8590,200,3580
2259,0,0,1,127,15000,234,8590,200,3580
2260,0,0,1,127,15000,234,8590,200,3580
2261,0,0,1,121,15000,231,8590,200,3580
2262,0,0,1,121,15000,231,8590,200,3580
2263,0,0,1,127,15000,234,8590,200,3580
2264,0,0,1,127,15000,234,8590,200,3580
2265,0,0,1,127,15000,234,8590,200,3580
2266,0,0,1,127,15000,234,8590,200,3580
2267,0,0,1,121,15000,231,8590,200,3580
2268,0,0,1,127,15000,234,8590,200,3580
2269,0,0,1,121,15000,231,8590,200,3580
2270,0,0,1,121,15000,231,8590,200,3580
2271,0,0,1,121,15000,231,8590,200,3580
2272,0,0,1,121,15000,231,8590,200,3580
2273,0,0,1,121,15000,231,8590,200,3580
2274,0,0,1,121,15000,231,8590,200,3580
2275,0,0,1,121,15000,231,8590,200,3580
2276,0,0,1,127,15000,234,8590,200,3580
2277,0,0,1,127,15000,234,8590,200,3580
2278,0,0,1,127,15000,234,8590,200,3580
2279,0,0,1,227,19850,539,11010,485,6630
2280,0,0,1,227,19850,539,11010,485,6630
2281,0,0,1,242,19850,531,11010,485,6630
2282,0,0,1,242,19850,531,11010,485,6630
2283,0,0,1,202,11250,197,7020,170,3400
2284,0,0,1,196,26950,405,20570,510,8970
2285,0,0,1,196,26950,405,20570,510,8970
2286,0,0,1,196,26950,405,20570,510,8970
2287,0,0,1,198,26950,402,20570,510,8970
2288,0,0,1,198,26950,402,20570,510,8970
2289,0,0,1,198,26950,402,20570,510,8970
2290,0,0,1,196,26950,405,20570,510,8970
2291,0,0,1,164,27300,342,16860,570,10000
2292,0,0,1,164,27300,342,16860,570,10000
2293,0,0,1,164,27300,342,16860,570,10000
2294,0,0,1,164,27300,342,16860,570,10000
2295,0,0,1,185,27300,480,18570,540,9900
2296,0,0,1,205,27300,306,16370,545,9700
2297,0,0,1,203,27300,303,16370,545,9700
2298,0,0,1,164,27300,340,16860,570,10000
2299,0,0,1,164,27300,340,16860,570,10000
2300,0,0,1,164,27300,340,16860,570,10000
2301,0,0,1,190,26950,290,15320,505,9580
2302,0,0,1,196,26600,290,15320,505,9580
2303,0,0,1,196,26600,290,15320,505,9580
2304,0,0,1,196,26600,290,15320,505,9580
2305,0,0,1,185,27300,480,18770,540,9900
2306,0,0,1,185,27300,480,18770,540,9900
2307,0,0,1,185,27300,480,18770,540,9900
2308,0,0,1,185,27300,480,18770,540,9900
2309,0,0,1,185,27300,480,18770,540,9900
2310,0,0,1,185,27300,480,18770,540,9900
2311,0,0,1,185,27300,480,18770,540,9900
2312,0,0,1,185,27300,480,18770,540,9900
2313,0,0,1,185,27300,480,18570,540,9900
2314,0,0,1,185,27300,480,18570,540,9900
2315,0,0,1,185,27300,480,18570,540,9900
2316,0,0,1,185,27300,480,18570,540,9900
2317,0,0,1,185,27300,480,18570,540,9900
2318,0,0,1,185,27300,480,18770,540,9900
2319,0,0,1,185,27300,480,18770,540,9900
2320,0,0,1,185,27300,480,18770,540,9900
2321,0,0,1,185,27300,480,18770,540,9900
2322,0,0,1,182,27300,493,19300,585,10430
2323,0,0,1,185,27300,480,18570,540,9900
2324,0,0,1,185,27300,480,18570,540,9900
2325,0,0,1,185,27300,480,18770,540,9900
2326,0,0,1,185,27300,480,18770,540,9900
2327,0,0,1,185,27300,480,18770,540,9900
2328,0,0,1,185,27300,480,18770,540,9900
2329,0,0,1,165,22600,310,16460,475,8770
2330,0,0,1,165,22600,310,16460,475,8770
2331,0,0,1,165,22600,310,16460,475,8770
2332,0,0,1,165,22600,304,16460,475,8770
2333,0,0,1,165,22600,304,16460,475,8770
2334,0,0,1,165,22600,310,16460,475,8770
2335,0,0,1,165,22600,310,16460,475,8770
2336,0,0,1,207,18100,189,11100,390,8050
2337,0,0,1,197,16700,193,11100,390,8050
2338,0,0,1,207,18100,189,11100,390,8050
2339,0,0,1,207,18100,189,11100,390,8050
2340,0,0,1,179,17150,232,13040,505,8050
2341,0,0,1,179,17150,248,11000,293,6300
2342,0,0,1,179,17150,248,11000,293,6300
2343,0,0,1,179,17150,248,11000,293,6300
2344,0,0,1,179,17150,248,11000,293,6300
2345,0,0,1,179,17150,229,11000,293,6300
2346,0,0,1,171,20700,278,11040,338,6770
2347,0,0,1,155,19800,316,11770,378,7340
2348,0,0,1,155,19800,316,11770,378,7340
2349,0,0,1,155,19800,316,11770,378,7340
