SEQ,çqãÛ,ìSìπ,ÉoÉX,çqãÛéûä‘,çqãÛîÔóp,ìSìπéûä‘,ìSìπîÔóp,ÉoÉXéûä‘,ÉoÉXîÔóp
596,1,0,0,176,20550,336,15940,390,7840
597,1,0,0,176,20550,336,15940,390,7840
598,1,0,0,176,20550,336,15940,390,7840
599,1,0,0,176,20550,336,15940,390,7840
600,1,0,0,176,20550,336,15940,390,7840
601,1,0,0,176,20550,336,15940,390,7840
602,1,0,0,215,20550,300,11980,460,7000
603,1,0,0,173,20550,312,15630,447,7500
604,1,0,0,237,20550,348,15770,410,7540
605,1,0,0,176,20550,336,15940,390,7840
606,1,0,0,176,20550,336,15940,390,7840
607,1,0,0,215,20550,300,11980,460,7000
608,1,0,0,237,20550,348,15770,410,7540
609,1,0,0,176,20550,336,15940,390,7840
610,1,0,0,176,20550,336,15940,390,7840
611,1,0,0,176,20550,336,15940,390,7840
612,1,0,0,163,26900,367,18790,575,9800
613,1,0,0,163,26900,367,18790,575,9800
614,1,0,0,163,26900,367,18790,575,9800
615,1,0,0,163,26900,367,18790,575,9800
616,1,0,0,163,26900,367,18790,575,9800
617,1,0,0,163,26900,365,18790,575,9800
618,1,0,0,163,26900,365,18790,575,9800
619,1,0,0,206,26900,403,19420,675,10700
620,1,0,0,175,28100,423,19480,600,10900
621,1,0,0,175,28100,423,19480,600,10900
622,1,0,0,175,28100,423,19480,600,10900
623,1,0,0,175,28100,415,19480,600,10900
624,1,0,0,175,28100,415,19480,600,10900
625,1,0,0,186,28600,564,20580,635,11550
626,1,0,0,181,28100,473,19910,685,12070
627,1,0,0,186,28600,564,20580,635,11550
628,1,0,0,186,28600,564,20580,635,11550
629,1,0,0,187,28600,559,20580,635,11550
630,1,0,0,187,28600,559,20580,635,11550
631,1,0,0,187,28600,559,20580,635,11550
632,1,0,0,187,28600,559,20580,635,11550
633,1,0,0,187,28600,559,20580,635,11550
634,1,0,0,187,28600,559,20580,635,11550
635,1,0,0,253,32100,490,23110,696,11800
636,1,0,0,190,27100,273,17130,585,9800
637,1,0,0,190,27100,273,17130,585,9800
638,1,0,0,229,27100,361,17340,515,9650
639,1,0,0,190,27100,273,17130,585,9800
640,1,0,0,190,27100,273,17130,585,9800
641,1,0,0,190,27100,273,17130,585,9800
642,1,0,0,190,27100,273,17130,585,9800
643,1,0,0,190,27100,273,17130,585,9800
644,1,0,0,190,27100,273,17130,585,9800
645,1,0,0,190,27100,273,17130,585,9800
646,1,0,0,188,27100,273,17130,585,9800
647,1,0,0,188,27100,273,17130,585,9800
648,1,0,0,229,27100,360,17340,515,9650
649,1,0,0,188,27100,273,17130,585,9800
650,1,0,0,188,27100,273,17130,585,9800
651,1,0,0,188,27100,273,17130,585,9800
652,1,0,0,188,27100,273,17130,585,9800
653,1,0,0,188,27100,273,17130,585,9800
654,1,0,0,229,27100,360,17340,515,9650
655,1,0,0,188,27100,273,17130,585,9800
656,1,0,0,188,27100,273,17130,585,9800
657,1,0,0,188,27100,273,17130,585,9800
658,1,0,0,188,27100,273,17130,585,9800
659,1,0,0,188,27100,273,17130,585,9800
660,1,0,0,199,28850,321,18870,629,11600
661,1,0,0,199,28850,321,18870,629,11600
662,1,0,0,199,28850,321,18870,629,11600
663,1,0,0,199,28850,321,18870,629,11600
664,1,0,0,199,28850,321,18870,629,11600
665,1,0,0,193,28850,296,18800,702,11700
666,1,0,0,199,28850,321,18870,629,11600
667,1,0,0,266,28950,288,17490,521,9800
668,1,0,0,200,28950,276,17340,585,10500
669,1,0,0,199,28850,321,18870,629,11600
670,1,0,0,199,28850,321,18870,629,11600
671,1,0,0,199,28850,321,18870,629,11600
672,1,0,0,193,28850,296,18800,702,11700
673,1,0,0,199,28850,321,18870,629,11600
674,1,0,0,199,28850,321,18870,629,11600
675,1,0,0,199,28850,321,18870,629,11600
676,1,0,0,199,28850,321,18870,629,11600
677,1,0,0,199,28850,321,18870,629,11600
678,1,0,0,199,28850,321,18870,629,11600
679,1,0,0,199,28850,321,18870,629,11600
680,1,0,0,265,28850,333,18700,632,11700
681,1,0,0,199,28850,321,18870,629,11600
682,1,0,0,200,28950,276,17340,585,10500
683,1,0,0,199,28850,321,18870,629,11600
684,1,0,0,200,28950,276,17340,585,10500
685,1,0,0,199,28850,321,18870,629,11600
686,1,0,0,199,28850,321,18870,629,11600
687,1,0,0,200,28950,276,17340,585,10500
688,1,0,0,265,28850,333,18700,632,11700
689,1,0,0,201,28850,320,18870,629,11600
690,1,0,0,200,28950,276,17340,585,10500
691,1,0,0,262,28850,332,18700,632,11700
692,1,0,0,201,28850,320,18870,629,11600
693,1,0,0,201,28850,320,18870,629,11600
694,1,0,0,201,28850,320,18870,629,11600
695,1,0,0,201,28850,320,18870,629,11600
696,1,0,0,201,28850,320,18870,629,11600
697,1,0,0,201,28850,320,18870,629,11600
698,1,0,0,201,28850,320,18870,629,11600
699,1,0,0,201,28850,320,18870,629,11600
700,1,0,0,201,28850,320,18870,629,11600
701,1,0,0,200,28950,276,17340,585,10500
702,1,0,0,201,28850,320,18870,629,11600
703,1,0,0,201,28850,320,18870,629,11600
704,1,0,0,201,28850,320,18870,629,11600
705,1,0,0,201,28850,320,18870,629,11600
706,1,0,0,201,28850,320,18870,629,11600
707,1,0,0,197,28950,252,17350,591,9800
708,1,0,0,198,28850,296,18570,702,11700
709,1,0,0,198,28850,296,18570,702,11700
710,1,0,0,198,28850,296,18570,702,11700
711,1,0,0,201,28850,320,18870,629,11600
712,1,0,0,201,28850,320,18870,629,11600
713,1,0,0,201,28850,320,18870,629,11600
714,1,0,0,198,28850,296,18570,702,11700
715,1,0,0,201,28850,320,18870,629,11600
716,1,0,0,201,28850,320,18870,629,11600
717,1,0,0,201,28850,320,18870,629,11600
718,1,0,0,198,28850,296,18570,702,11700
719,1,0,0,201,28850,320,18870,629,11600
720,1,0,0,262,28850,332,18700,632,11700
721,1,0,0,201,28850,320,18870,629,11600
722,1,0,0,210,31200,393,21130,735,13250
723,1,0,0,178,30800,420,21130,844,12800
724,1,0,0,178,30800,420,21130,844,12800
725,1,0,0,172,30800,395,20530,779,12300
726,1,0,0,223,26000,389,21240,895,13000
727,1,0,0,210,31200,393,21130,735,13250
728,1,0,0,233,32000,323,19970,700,13150
729,1,0,0,223,26000,389,21240,895,13000
730,1,0,0,210,31200,393,21130,735,13250
731,1,0,0,178,30800,420,21130,844,12800
732,1,0,0,180,30800,420,21130,844,12800
733,1,0,0,211,31200,393,21130,735,13250
734,1,0,0,180,30800,420,21130,844,12800
735,1,0,0,234,32000,323,19970,700,13150
736,1,0,0,211,31200,393,21130,735,13250
737,1,0,0,180,30800,420,21130,844,12800
738,1,0,0,180,30800,420,21130,844,12800
739,1,0,0,180,30800,420,21130,844,12800
740,1,0,0,234,32000,323,19970,700,13150
741,1,0,0,242,31350,559,21660,810,14250
742,1,0,0,180,30800,420,21130,844,12800
743,1,0,0,234,32000,323,19970,700,13150
744,1,0,0,166,26600,427,19250,500,9800
745,1,0,0,166,26600,427,19250,500,9800
746,1,0,0,160,26600,402,19490,510,8900
747,1,0,0,166,26600,427,19250,500,9800
748,1,0,0,166,26600,427,19250,500,9800
749,1,0,0,166,26600,427,19250,500,9800
750,1,0,0,167,26600,425,19250,500,9800
751,1,0,0,167,26600,425,19250,500,9800
752,1,0,0,167,26600,425,19250,500,9800
753,1,0,0,167,26600,425,19250,500,9800
754,1,0,0,167,26600,425,19250,500,9800
755,1,0,0,164,26600,401,19260,510,8900
756,1,0,0,167,26600,425,19250,500,9800
757,1,0,0,167,26600,425,19250,500,9800
758,1,0,0,168,26600,350,17860,600,10300
759,1,0,0,168,26600,350,17860,600,10300
760,1,0,0,168,26600,350,17860,600,10300
761,1,0,0,166,26600,427,19250,500,9800
762,1,0,0,168,26600,350,17860,600,10300
763,1,0,0,168,26600,350,17860,600,10300
764,1,0,0,168,26600,350,17860,600,10300
765,1,0,0,168,26600,350,17860,600,10300
766,1,0,0,168,26600,350,17860,600,10300
767,1,0,0,168,26600,350,17860,600,10300
768,1,0,0,183,26600,327,18100,607,10100
769,1,0,0,168,26600,350,17860,600,10300
770,1,0,0,168,26600,353,17860,600,10300
771,1,0,0,168,26600,353,17860,600,10300
772,1,0,0,183,26600,327,17480,607,10100
773,1,0,0,168,26600,353,17860,600,10300
774,1,0,0,168,26600,353,17860,600,10300
775,1,0,0,168,26600,353,17860,600,10300
776,1,0,0,168,26600,353,17860,600,10300
777,1,0,0,183,26600,327,17480,607,10100
778,1,0,0,168,26600,353,17860,600,10300
779,1,0,0,168,26600,353,17860,600,10300
780,1,0,0,183,26600,327,17480,607,10100
781,1,0,0,183,26600,327,17480,607,10100
782,1,0,0,168,26600,353,17860,600,10300
783,1,0,0,168,26600,353,17860,600,10300
784,1,0,0,168,26600,353,17860,600,10300
785,1,0,0,164,28600,462,20300,685,9360
786,1,0,0,164,28600,462,20300,685,9360
787,1,0,0,164,28600,462,20300,685,9360
788,1,0,0,164,28600,462,20300,685,9360
789,1,0,0,166,26600,427,19250,500,9800
790,1,0,0,164,28600,462,20300,685,9360
791,1,0,0,164,28600,462,20300,685,9360
792,1,0,0,164,28600,462,20300,685,9360
793,1,0,0,164,28600,462,20300,685,9360
794,1,0,0,164,28600,462,20300,685,9360
795,1,0,0,164,28600,462,20300,685,9360
796,1,0,0,164,28600,462,20300,685,9360
797,1,0,0,164,28600,462,20300,685,9360
798,1,0,0,164,28600,457,20300,685,9360
799,1,0,0,164,28600,457,20300,685,9360
800,1,0,0,164,28600,457,20300,685,9360
801,1,0,0,219,28600,410,19720,710,11200
802,1,0,0,238,30250,384,19240,635,10700
803,1,0,0,164,28600,457,20300,685,9360
804,1,0,0,164,28600,457,20300,685,9360
805,1,0,0,238,30250,384,19240,635,10700
806,1,0,0,238,30250,384,19240,635,10700
807,1,0,0,164,28600,457,20300,685,9360
808,1,0,0,164,28600,457,20300,685,9360
809,1,0,0,164,28600,457,20300,685,9360
810,1,0,0,238,30250,384,19240,635,10700
811,1,0,0,177,28100,467,19900,679,12500
812,1,0,0,177,28100,467,19900,679,12500
813,1,0,0,177,28100,467,19900,679,12500
814,1,0,0,177,28100,467,19900,679,12500
815,1,0,0,177,28100,467,19900,679,12500
816,1,0,0,177,28100,463,19900,679,12500
817,1,0,0,177,28100,463,19900,679,12500
818,1,0,0,177,28100,463,19900,679,12500
819,1,0,0,177,28100,463,19900,679,12500
820,1,0,0,177,28100,463,19900,679,12500
821,1,0,0,177,28100,463,19900,679,12500
822,1,0,0,177,28100,463,19900,679,12500
823,1,0,0,152,18650,338,13030,465,7540
824,1,0,0,152,18650,338,13030,465,7540
825,1,0,0,152,18650,338,13030,465,7540
826,1,0,0,152,18650,334,13030,465,7540
827,1,0,0,152,18650,334,13030,465,7540
828,1,0,0,152,18650,334,13030,465,7540
829,1,0,0,152,18650,334,13030,465,7540
830,1,0,0,208,23700,428,18500,600,9990
831,1,0,0,199,25350,430,19210,495,8970
832,1,0,0,179,17150,232,13040,505,8050
833,1,0,0,179,17150,232,13040,505,8050
834,1,0,0,166,17150,234,13040,505,8050
835,1,0,0,166,17150,234,13040,505,8050
836,1,0,0,190,27950,313,21830,646,11930
837,1,0,0,190,27950,313,21830,646,11930
838,1,0,0,141,27950,348,22110,675,11930
839,1,0,0,148,27950,339,22270,705,12230
840,1,0,0,148,27950,339,22270,705,12230
841,1,0,0,148,27950,339,22270,705,12230
842,1,0,0,148,27950,339,22270,705,12230
843,1,0,0,148,27950,339,22270,705,12230
844,1,0,0,148,27950,339,22270,705,12230
845,1,0,0,148,27950,339,22270,705,12230
846,1,0,0,148,27950,339,22270,705,12230
847,1,0,0,166,27950,342,22270,705,12230
848,1,0,0,166,27950,342,22270,705,12230
849,1,0,0,156,27950,351,22110,675,11930
850,1,0,0,166,27950,342,22270,705,12230
851,1,0,0,201,27950,317,21830,646,11930
852,1,0,0,166,27950,342,22270,705,12230
853,1,0,0,166,27950,342,22270,705,12230
854,1,0,0,178,29250,394,22510,682,12000
855,1,0,0,147,26000,397,21910,519,9450
856,1,0,0,154,26000,388,22070,540,9450
857,1,0,0,158,26000,387,22070,540,9450
858,1,0,0,158,26000,387,22070,540,9450
859,1,0,0,158,26000,387,22070,540,9450
860,1,0,0,145,17700,400,11720,260,4940
861,1,0,0,150,17700,396,11880,270,5050
862,1,0,0,139,17200,309,11050,310,5500
863,1,0,0,108,15200,294,11600,273,6400
864,1,0,0,108,15200,294,11600,273,6400
865,1,0,0,108,15200,294,11600,273,6400
866,1,0,0,108,15200,294,11600,273,6400
867,1,0,0,108,15200,294,11600,273,6400
868,1,0,0,108,15200,294,11600,273,6400
869,1,0,0,112,15200,289,11600,273,6400
870,1,0,0,205,16200,366,12920,425,8150
871,1,0,0,112,15200,289,11600,273,6400
872,1,0,0,112,15200,289,11600,273,6400
873,1,0,0,112,15200,289,11600,273,6400
874,1,0,0,136,15700,299,11000,285,6000
875,1,0,0,244,16950,378,13480,603,9300
876,1,0,0,129,15700,308,10840,285,5850
877,1,0,0,136,15700,299,11000,285,6000
878,1,0,0,136,15700,299,11000,285,6000
879,1,0,0,140,15700,295,11000,285,6000
880,1,0,0,140,15700,295,11000,285,6000
881,1,0,0,142,15700,293,10760,256,5400
882,1,0,0,157,15700,324,11710,261,5000
883,1,0,0,140,15700,295,11000,285,6000
884,1,0,0,140,15700,295,11000,285,6000
885,1,0,0,160,23900,377,17660,544,10480
886,1,0,0,167,23900,368,17820,531,10570
887,1,0,0,167,23900,368,17820,531,10570
888,1,0,0,170,23900,368,17820,531,10570
889,1,0,0,160,23900,377,17660,544,10480
890,1,0,0,170,23900,368,17820,531,10570
891,1,0,0,205,23900,376,18520,636,10900
892,1,0,0,154,25050,447,21680,629,11500
893,1,0,0,150,21000,331,17380,486,10300
894,1,0,0,150,21000,331,17380,486,10300
895,1,0,0,143,21000,340,17220,605,10400
896,1,0,0,150,21000,331,17380,486,10300
897,1,0,0,150,21000,331,17380,486,10300
898,1,0,0,143,21000,340,17220,605,10400
899,1,0,0,153,21000,330,17380,486,10300
900,1,0,0,153,21000,330,17380,486,10300
901,1,0,0,183,22100,367,18430,636,10600
902,1,0,0,143,21000,339,17220,605,10400
903,1,0,0,161,25050,438,21840,639,11500
904,1,0,0,161,25050,438,21840,639,11500
905,1,0,0,154,25050,447,21680,629,11500
906,1,0,0,161,25050,438,21840,639,11500
907,1,0,0,162,25050,439,21840,639,11500
908,1,0,0,152,25050,448,21680,629,11500
909,1,0,0,162,25050,439,21840,639,11500
910,1,0,0,162,25050,439,21840,639,11500
911,1,0,0,162,25050,439,21840,639,11500
912,1,0,0,152,25050,448,21680,629,11500
913,1,0,0,152,25050,448,21680,629,11500
914,1,0,0,192,26950,310,20500,618,11720
915,1,0,0,164,19500,281,16320,522,9790
916,1,0,0,112,15200,289,11600,273,6400
917,1,0,0,169,17700,286,9120,310,4840
918,1,0,0,169,17700,286,9120,310,4840
919,1,0,0,181,17700,278,9120,310,4840
920,1,0,0,169,17700,286,9120,310,4840
921,1,0,0,169,17700,286,9120,310,4840
922,1,0,0,169,17700,286,9120,310,4840
923,1,0,0,169,17700,286,9120,310,4840
924,1,0,0,181,17700,278,9120,310,4840
925,1,0,0,181,17700,278,9120,310,4840
926,1,0,0,181,17700,278,9120,310,4840
927,1,0,0,121,15000,231,8590,200,3580
928,1,0,0,121,15000,231,8590,200,3580
929,1,0,0,121,15000,231,8590,200,3580
930,1,0,0,121,15000,231,8590,200,3580
931,1,0,0,121,15000,231,8590,200,3580
932,1,0,0,121,15000,231,8590,200,3580
933,1,0,0,127,15000,234,8590,200,3580
934,1,0,0,127,15000,234,8590,200,3580
935,1,0,0,127,15000,234,8590,200,3580
936,1,0,0,127,15000,234,8590,200,3580
937,1,0,0,127,15000,234,8590,200,3580
938,1,0,0,169,17700,286,9120,310,4840
939,1,0,0,227,19850,539,11010,485,6630
940,1,0,0,227,19850,539,11010,485,6630
941,1,0,0,242,19850,531,11010,485,6630
942,1,0,0,242,19850,531,11010,485,6630
943,1,0,0,227,19850,539,11010,485,6630
944,1,0,0,189,27250,277,19800,585,10190
945,1,0,0,189,27250,277,19800,585,10190
946,1,0,0,191,26200,280,19800,585,10190
947,1,0,0,191,26200,280,19800,585,10190
948,1,0,0,136,23450,326,19600,402,7500
949,1,0,0,139,23450,325,19600,402,7500
950,1,0,0,158,22050,336,15950,548,10000
951,1,0,0,157,24300,267,18260,640,10500
952,1,0,0,251,23750,351,19070,695,11000
953,1,0,0,179,30050,415,20810,667,11830
954,1,0,0,157,24300,267,18260,640,10500
955,1,0,0,157,24300,267,18260,640,10500
956,1,0,0,157,24300,267,18260,640,10500
957,1,0,0,157,24300,267,18260,640,10500
958,1,0,0,157,24300,267,18260,640,10500
959,1,0,0,162,22700,267,18260,640,10500
960,1,0,0,162,22700,267,18260,640,10500
961,1,0,0,162,22700,267,18260,640,10500
962,1,0,0,162,22700,267,18260,640,10500
963,1,0,0,162,22700,267,18260,640,10500
964,1,0,0,215,24200,326,19310,660,11620
965,1,0,0,200,29800,411,20360,696,11930
966,1,0,0,181,30050,415,20810,667,11830
967,1,0,0,162,26650,378,20370,655,11500
968,1,0,0,164,26650,377,20370,655,11500
969,1,0,0,164,26650,377,20370,655,11500
970,1,0,0,254,22700,351,19070,695,11000
971,1,0,0,198,26950,402,20570,510,8970
972,1,0,0,205,17900,304,14480,271,6300
973,1,0,0,148,23950,346,15350,457,8500
974,1,0,0,151,23950,342,15350,457,8500
975,1,0,0,172,23850,372,11500,436,7600
976,1,0,0,227,27550,380,20090,590,10550
977,1,0,0,125,18000,345,10570,190,5500
978,1,0,0,96,17700,376,10730,223,6000
979,1,0,0,96,17700,376,10730,223,6000
980,1,0,0,211,17700,306,9350,173,3600
981,1,0,0,96,17700,376,10730,223,6000
982,1,0,0,96,17700,376,10730,223,6000
983,1,0,0,96,17700,376,10730,223,6000
984,1,0,0,96,17700,376,10730,223,6000
985,1,0,0,96,17700,376,10730,223,6000
986,1,0,0,186,20450,366,13790,518,6200
987,1,0,0,96,17700,376,10730,223,6000
988,1,0,0,96,17700,376,10730,223,6000
989,1,0,0,96,17700,376,10730,223,6000
990,1,0,0,96,17700,376,10730,223,6000
991,1,0,0,96,17700,376,10730,223,6000
992,1,0,0,94,18450,363,10730,223,6000
993,1,0,0,94,18450,363,10730,223,6000
994,1,0,0,208,19070,299,9350,173,3600
995,1,0,0,94,18450,363,10730,223,6000
996,1,0,0,94,18450,363,10730,223,6000
997,1,0,0,94,18450,363,10730,223,6000
998,1,0,0,208,19070,299,9350,173,3600
999,1,0,0,94,18450,363,10730,223,6000
1000,1,0,0,94,18450,363,10730,223,6000
1001,1,0,0,94,18450,363,10730,223,6000
1002,1,0,0,94,18450,363,10730,223,6000
1003,1,0,0,157,20350,330,8630,564,6700
1004,1,0,0,94,18450,363,10730,223,6000
1005,1,0,0,208,19070,299,9350,173,3600
1006,1,0,0,157,20350,330,8630,564,6700
1007,1,0,0,124,17750,250,9580,186,4750
1008,1,0,0,124,17750,250,9580,186,4750
1009,1,0,0,124,17750,250,9580,186,4750
1010,1,0,0,124,17750,250,9580,186,4750
1011,1,0,0,124,17750,250,9580,186,4750
1012,1,0,0,124,18300,251,9580,186,4750
1013,1,0,0,162,19100,211,8590,187,4600
1014,1,0,0,124,18300,251,9580,186,4750
1015,1,0,0,134,21300,355,16290,571,10500
1016,1,0,0,173,23300,373,11500,436,7600
1017,1,0,0,172,23850,372,11500,436,7600
1018,0,1,0,252,20100,319,18390,480,9000
1019,0,1,0,174,20100,216,13900,411,8140
1020,0,1,0,147,20100,239,14640,495,8970
1021,0,1,0,168,26600,350,17860,600,10300
1022,0,1,0,211,17700,306,9350,173,3600
1023,0,1,0,204,20100,264,14850,532,8870
1024,0,1,0,205,17900,304,14480,271,6300
1025,0,1,0,198,26950,402,20570,510,8970
1026,0,1,0,232,17250,209,10170,303,5660
1027,0,1,0,199,20100,239,15190,618,9200
1028,0,1,0,216,20100,211,13980,507,8300
1029,0,1,0,265,28850,333,18700,632,11700
1030,0,1,0,258,29250,266,18390,545,10900
1031,0,1,0,257,20100,318,18390,480,9000
1032,0,1,0,183,22730,299,15780,546,7130
1033,0,1,0,170,20100,206,13880,389,5500
1034,0,1,0,191,20100,255,16030,540,9450
1035,0,1,0,257,20100,318,18390,480,9000
1036,0,1,0,182,29250,411,22510,682,12000
1037,0,1,0,228,20100,265,15230,568,9200
1038,0,1,0,181,20100,232,14050,456,8430
1039,0,1,0,201,28850,320,18870,629,11600
1040,0,1,0,177,20100,235,14300,402,7890
1041,0,1,0,199,20100,242,13210,400,6820
1042,0,1,0,223,20100,267,15230,568,9200
1043,0,1,0,189,16600,216,9810,270,4600
1044,0,1,0,273,23300,190,11160,409,6920
1045,0,1,0,143,21000,339,17220,605,10400
1046,0,1,0,200,28950,276,17340,585,10500
1047,0,1,0,160,23900,377,17660,544,10480
1048,0,1,0,234,32000,323,19970,700,13150
1049,0,1,0,214,20100,199,12430,410,6820
1050,0,1,0,183,22730,299,15780,546,7130
1051,0,1,0,177,20100,235,14300,402,7890
1052,0,1,0,177,20100,219,13920,440,8260
1053,0,1,0,171,21000,305,16880,555,9800
1054,0,1,0,124,17750,250,9580,186,4750
1055,0,1,0,161,19100,210,8590,187,4600
1056,0,1,0,124,17750,250,9580,186,4750
1057,0,1,0,156,20700,254,10890,306,5400
1058,0,1,0,196,26000,362,21630,464,8910
1059,0,1,0,294,52900,275,16430,515,8700
1060,0,1,0,108,15200,294,11600,273,6400
1061,0,1,0,195,23750,332,15070,476,9600
1062,0,1,0,124,18300,251,9580,186,4750
1063,0,1,0,124,18300,251,9580,186,4750
1064,0,1,0,124,18300,251,9580,186,4750
1065,0,1,0,222,23900,334,16960,462,9280
1066,0,1,0,208,19070,299,9350,173,3600
1067,0,1,0,199,25350,430,19210,495,8970
1068,0,1,0,253,32100,490,23110,696,11800
1069,0,1,0,155,21000,328,17140,555,10000
1070,0,1,0,208,19070,299,9350,173,3600
1071,0,1,0,124,17750,250,9580,186,4750
1072,0,1,0,201,18950,306,14480,271,6300
1073,0,1,0,164,25050,437,21610,599,11150
1074,0,1,0,197,16700,193,11100,390,8050
1075,0,1,0,174,20650,359,12250,375,7640
1076,0,1,0,152,18650,338,13030,465,7540
1077,0,1,0,168,26600,350,17860,600,10300
1078,0,1,0,174,20100,219,13920,440,8260
1079,0,1,0,168,26600,350,17860,600,10300
1080,0,1,0,186,22730,296,15780,546,7130
1081,0,1,0,165,20100,242,15190,555,9050
1082,0,1,0,208,20100,216,13920,470,7650
1083,0,1,0,204,20100,263,14790,517,8900
1084,0,1,0,298,29250,241,18050,483,10300
1085,0,1,0,226,17450,178,11220,477,6500
1086,0,1,0,143,20100,240,14640,495,8970
1087,0,1,0,211,25250,328,19310,660,11620
1088,0,1,0,233,32000,323,19970,700,13150
1089,0,1,0,158,20100,230,15040,508,6950
1090,0,1,0,239,30250,389,19240,635,10700
1091,0,1,0,166,26600,427,19250,500,9800
1092,0,1,0,239,30250,389,19240,635,10700
1093,0,1,0,211,20100,200,12430,410,6820
1094,0,1,0,136,20100,249,14480,466,8590
1095,0,1,0,213,20100,254,17770,541,10600
1096,0,1,0,298,29250,241,18050,483,10300
1097,0,1,0,252,20100,319,18390,480,9000
1098,0,1,0,223,20100,267,15230,568,9200
1099,0,1,0,239,30250,389,19240,635,10700
1100,0,1,0,207,22400,218,13810,545,8850
1101,0,1,0,269,23300,191,11160,409,6920
1102,0,1,0,150,17700,396,11880,270,5050
1103,0,1,0,183,26600,327,18100,607,10100
1104,0,1,0,201,28850,320,18870,629,11600
1105,0,1,0,178,20100,211,13910,437,8360
1106,0,1,0,177,21100,287,14630,438,8300
1107,0,1,0,185,20100,214,13980,526,8460
1108,0,1,0,183,26600,327,18100,607,10100
1109,0,1,0,177,21100,287,14630,438,8300
1110,0,1,0,130,20100,236,14440,462,5900
1111,0,1,0,162,20100,244,15190,555,9050
1112,0,1,0,199,28850,321,18870,629,11600
1113,0,1,0,164,19500,281,16320,522,9790
1114,0,1,0,164,17200,281,10820,295,5000
1115,0,1,0,124,18300,251,9580,186,4750
1116,0,1,0,124,18300,251,9580,186,4750
1117,0,1,0,190,22600,349,11470,370,7400
1118,0,1,0,175,20250,328,12240,385,7640
1119,0,1,0,150,17700,396,11880,270,5050
1120,0,1,0,149,17200,300,11210,320,5550
1121,0,1,0,145,17700,400,11720,260,4940
1122,0,1,0,195,23750,328,15070,476,9600
1123,0,1,0,124,17750,250,9580,186,4750
1124,0,1,0,124,17750,250,9580,186,4750
1125,0,1,0,124,17750,250,9580,186,4750
1126,0,1,0,205,23900,376,18520,636,10900
1127,0,1,0,196,26600,290,15320,505,9580
1128,0,1,0,207,18100,189,11100,390,8050
1129,0,1,0,164,27300,342,16860,570,10000
1130,0,1,0,196,26600,290,15320,505,9580
1131,0,1,0,207,18100,189,11100,390,8050
1132,0,1,0,190,26950,290,15320,505,9580
1133,0,1,0,190,26950,290,15320,505,9580
1134,0,1,0,166,17150,234,13040,505,8050
1135,0,1,0,197,16700,193,11100,390,8050
1136,0,1,0,199,25350,430,19210,495,8970
1137,0,1,0,207,18100,189,11100,390,8050
1138,0,1,0,207,18100,189,11100,390,8050
1139,0,1,0,256,29250,267,18390,545,10900
1140,0,1,0,207,18100,189,11100,390,8050
1141,0,1,0,197,16700,193,11100,390,8050
1142,0,1,0,197,16700,193,11100,390,8050
1143,0,1,0,189,26950,311,20500,618,11720
1144,0,1,0,179,17150,229,11000,293,6300
1145,0,1,0,232,17250,191,10170,303,5660
1146,0,1,0,232,17250,191,10170,303,5660
1147,0,1,0,179,17150,229,11000,293,6300
1148,0,1,0,179,17150,229,11000,293,6300
1149,0,1,0,232,17250,191,10170,303,5660
1150,0,1,0,179,17150,248,11000,293,6300
1151,0,1,0,179,17150,248,11000,293,6300
1152,0,1,0,232,17250,209,10170,303,5660
1153,0,1,0,232,17250,209,10170,303,5660
1154,0,1,0,179,17150,248,11000,293,6300
1155,0,1,0,179,17150,248,11000,293,6300
1156,0,1,0,179,17150,248,11000,293,6300
1157,0,1,0,207,18100,189,11100,390,8050
1158,0,1,0,165,22600,304,16460,475,8770
1159,0,1,0,165,22600,304,16460,475,8770
1160,0,1,0,192,23700,313,15820,445,8070
1161,0,1,0,189,27250,277,19800,585,10190
1162,0,1,0,165,22600,310,16460,475,8770
1163,0,1,0,192,23700,319,15820,445,8070
1164,0,1,0,192,23700,319,15820,445,8070
1165,0,1,0,197,16700,193,11100,390,8050
1166,0,1,0,175,20250,327,12240,385,7640
1167,0,1,0,155,19800,316,11770,378,7340
1168,0,1,0,176,20550,336,15940,390,7840
1169,0,1,0,154,19800,317,11770,378,7340
1170,0,1,0,257,20100,318,18390,480,9000
1171,0,1,0,155,19800,316,11770,378,7340
1172,0,1,0,140,20100,227,14600,482,6000
1173,0,1,0,140,20100,227,14600,482,6000
1174,0,1,0,124,20100,206,14330,462,8300
1175,0,1,0,184,20100,236,14300,402,7890
1176,0,1,0,206,20100,239,14640,467,5800
1177,0,1,0,184,27100,248,17050,530,9500
1178,0,1,0,200,20100,271,14630,486,8900
1179,0,1,0,199,28850,321,18870,629,11600
1180,0,1,0,184,27100,248,17050,530,9500
1181,0,1,0,158,20100,230,15040,508,6950
1182,0,1,0,228,17800,177,11220,477,6500
1183,0,1,0,134,20100,202,14540,458,8300
1184,0,1,0,193,28850,296,18800,702,11700
1185,0,1,0,193,28850,296,18800,702,11700
1186,0,1,0,184,20100,236,14300,402,7890
1187,0,1,0,177,20100,213,14430,405,7900
1188,0,1,0,140,20100,227,14600,482,6000
1189,0,1,0,199,28850,321,18870,629,11600
1190,0,1,0,175,20100,202,13940,431,5700
1191,0,1,0,190,27100,273,17130,585,9800
